speaker,index,word,position,proportion,maximum,minimum
m01,23,fat,medial,0.13270968466018976,0.29781105760350834,0.7264406428876659
m01,23,fat,medial,0.19438244422728648,0.23017779804475827,0.6907522374054195
m01,23,fat,medial,0.2587258547948788,0.19680048548902504,0.6616770467869401
m01,23,fat,medial,0.31722658065979764,0.1947433964535899,0.689951985107661
m01,23,fat,medial,0.37698904093487723,0.18732899111618528,0.6931543183041411
m01,23,fat,medial,0.4368172639639778,0.17411740599396974,0.6971959110575285
m01,23,fat,medial,0.4961459090471153,0.17318332266016845,0.7073531243413008
m01,23,fat,medial,0.5548122175554479,0.17573088389391942,0.7466920061654857
m01,23,fat,medial,0.6117473168167301,0.2081571337919132,0.7825921073488553
m01,23,fat,medial,0.6682654110746746,0.2282064684862321,0.7397170244792416
m01,24,cat,final,0.08596912749127684,0.23487708140106375,0.7100348959798689
m01,24,cat,final,0.14415147971573486,0.21622137229440916,0.7344921452787233
m01,24,cat,final,0.197481959189431,0.2301740622347258,0.6605589718358712
m01,24,cat,final,0.2577586147205559,0.1931360606293532,0.6570513666238633
m01,24,cat,final,0.3138741784035299,0.22900954837921392,0.6954647757875823
m01,24,cat,final,0.3713213212145357,0.2605658527223127,0.718963839534736
m01,24,cat,final,0.43067601264311695,0.27452830614534063,0.7115513356997025
m01,24,cat,final,0.4903139606847702,0.2723558115477887,0.7257632177353249
m01,24,cat,final,0.5496012956306254,0.29314697421798486,0.7095846718139698
m01,24,cat,final,0.6096349035576241,0.33341814442452317,0.7082246065285819
m01,24,cat,final,0.669258371385153,0.29871653661344894,0.7038161506044707
m01,24,cat,final,0.7257814004382942,0.21858293305047594,0.49948086872698266
m01,25,port,medial,0.06608096511853884,0.32062095135682367,0.7804816850507919
m01,25,port,medial,0.11444499839865027,0.2736517041974528,0.7565053678552848
m01,25,port,medial,0.1628179322798601,0.25694709466153465,0.7426877608776217
m01,25,port,medial,0.21014015876171063,0.2544538108366424,0.7117449149136131
m01,25,port,medial,0.2591619440454852,0.21393971983426696,0.6756370948510054
m01,25,port,medial,0.30770815809642543,0.19562768722080343,0.6429591922666336
m01,25,port,medial,0.3567086574867937,0.18523400538749743,0.6546067821140559
m01,25,port,medial,0.4034557009151633,0.220948841917998,0.6584351599014351
m01,25,port,medial,0.451725974356134,0.21983816721607521,0.6584404223135844
m01,25,port,medial,0.49987804009161607,0.2113388479899423,0.6812793386789757
m01,25,port,medial,0.5482730103460397,0.20765239568114294,0.6706816708173813
m01,25,port,medial,0.5963110756039449,0.20207603781634648,0.6694524222660614
m01,25,port,medial,0.6446513821229525,0.1842089189432106,0.6506524708764566
m01,25,port,medial,0.6922845981121426,0.15619107092692328,0.6370732226410394
m01,25,port,medial,0.7393582385928781,0.13706654203298965,0.6702551142658579
m01,25,port,medial,0.7841755687048815,0.17912504296810514,0.7078818087498049
m01,25,port,medial,0.8288388216943932,0.18608804465836243,0.7636188967206538
m01,25,port,medial,0.8736438517892836,0.19059888840604297,0.7869997092983219
m01,25,port,medial,0.9190322362827427,0.21403509806606463,0.7765736415109656
m01,26,tuck,final,0.03430586760966523,0.264753309506213,0.7319789002219151
m01,26,tuck,final,0.10021388142301034,0.2214062988226989,0.7101474606133775
m01,26,tuck,final,0.1741599560182157,0.18736373771768886,0.6499644477427463
m01,26,tuck,final,0.24684049682433948,0.18615451334503275,0.6524754424492156
m01,26,tuck,final,0.316975236253497,0.21295187549930952,0.6767342285426613
m01,26,tuck,final,0.38884628413373445,0.2576964547249682,0.6839385972068606
m01,26,tuck,final,0.46249991285941916,0.2927816889090737,0.7056038491649436
m01,26,tuck,final,0.5352913626517365,0.31107747679887787,0.6416595354577413
m01,26,tuck,final,0.6071989853938096,0.1288620173521065,0.7784248418081491
m01,26,tuck,final,0.7403673738766171,0.021772020591382807,0.3640908677677614
m01,27,shut,medial,0.037627220243009275,0.33712042599920816,0.7969400388128671
m01,27,shut,medial,0.11428504395526191,0.27170095116980547,0.7460590983954541
m01,27,shut,medial,0.1961100047054152,0.2163076837245147,0.6882205947477474
m01,27,shut,medial,0.27788011446518723,0.13132471049127123,0.6755003167759263
m01,27,shut,medial,0.35352917852871246,0.11947124991562887,0.6633506901253947
m01,27,shut,medial,0.4281832506345942,0.0977283431836397,0.6750456701184311
m01,27,shut,medial,0.49908096937141117,0.10716004983248423,0.7212000526380763
m01,27,shut,medial,0.5713167403766413,0.12788628323190276,0.8001195205899678
m01,27,shut,medial,0.6438889342255355,0.12643972752611082,0.7165481168582606
m01,27,shut,medial,0.7169923517678457,0.05638979055217686,0.8598820804488952
m01,28,wrought,medial,0.03619099122055608,0.26033163613644894,0.6691505318303512
m01,28,wrought,medial,0.07975451114151773,0.22924414304943821,0.64723069796502
m01,28,wrought,medial,0.12214781807836857,0.2081586407837045,0.6564540402031659
m01,28,wrought,medial,0.16429860046877695,0.212461017308647,0.647985159167051
m01,28,wrought,medial,0.20642969563021182,0.2064490551907074,0.640892563618524
m01,28,wrought,medial,0.24809975488793398,0.20567640455325212,0.6482288111637016
m01,28,wrought,medial,0.2892983484908573,0.22872739036372244,0.6572874900096458
m01,28,wrought,medial,0.3307914926912966,0.21642875943082085,0.6491231715546508
m01,28,wrought,medial,0.3719331393110325,0.21725207733479251,0.6449264475115823
m01,28,wrought,medial,0.41360214130666634,0.22088415181657756,0.668461524979066
m01,28,wrought,medial,0.45445326432778416,0.22887457793458074,0.6606668546719748
m01,28,wrought,medial,0.4970583223191938,0.19872402797837022,0.6587731862915787
m01,28,wrought,medial,0.5389249935905143,0.21084286468654218,0.6490573057904271
m01,28,wrought,medial,0.5812912018980617,0.2037624941798108,0.6618161778608677
m01,28,wrought,medial,0.6223223920929797,0.21136504781714932,0.6591627820653198
m01,28,wrought,medial,0.6643880721520488,0.19890080164689183,0.6625345512240186
m01,28,wrought,medial,0.706875394387381,0.20238432591957353,0.6704191774284739
m01,28,wrought,medial,0.7493186803899664,0.1991361571797709,0.6768535047954464
m01,28,wrought,medial,0.7925080124005849,0.18443777850754503,0.6570544886019524
m01,28,wrought,medial,0.8356197853487024,0.1656152782224841,0.6352201121896497
m01,28,wrought,medial,0.8781837843653355,0.17391747670749014,0.6695470934733665
m01,28,wrought,medial,0.9199064147654483,0.15938377785375685,0.7513880464385325
m01,29,jack,final,0.04303687746851327,0.3186878282618566,0.7891267865473279
m01,29,jack,final,0.07352262028658677,0.30040233145735173,0.7859824529336522
m01,29,jack,final,0.10190105404289794,0.30061236542467235,0.7543340315574139
m01,29,jack,final,0.13370102829533448,0.25658748524480823,0.7544791079456935
m01,29,jack,final,0.16366064283211193,0.26251877493464126,0.7427767803960652
m01,29,jack,final,0.19438635001938112,0.26306435919971055,0.7362478768324282
m01,29,jack,final,0.22562806247698042,0.2670071809196417,0.7485267473996993
m01,29,jack,final,0.25754035049053914,0.26729779134624715,0.7138723135570133
m01,29,jack,final,0.29009031460484314,0.2611543816914277,0.7234099296834345
m01,29,jack,final,0.32339962413679285,0.25986338911757006,0.7287184768097846
m01,29,jack,final,0.35695659341067043,0.2665917591059304,0.7231226227237146
m01,29,jack,final,0.3908180458060975,0.27188403198605293,0.7057128110980306
m01,29,jack,final,0.42497513941674253,0.2655477399823388,0.6841240664164501
m01,29,jack,final,0.4590730709480422,0.2775632642387468,0.6612273175863916
m01,29,jack,final,0.49245745362914106,0.3078053663579852,0.6017189394642835
m01,29,jack,final,0.5254058607081177,0.3678713118425889,0.6598296067012647
m01,29,jack,final,0.5580567336059431,0.23932339200508712,0.7118926353056789
m01,29,jack,final,0.5886015562689162,0.3455011068285001,0.7728499511141276
m01,29,jack,final,0.6178688394311836,0.2397234727225237,0.7084348128891499
m01,29,jack,final,0.6497478110792844,0.3143978061601447,0.7286605410709799
m01,29,jack,final,0.6771525353079505,0.3320317908222876,0.7210665881090303
m01,29,jack,final,0.7069247924964656,0.2218318052394633,0.6482790136060383
m01,29,jack,final,0.7376450649472162,0.31561935123429957,0.7587148785073569
m01,29,jack,final,0.7645910176731087,0.23795994844627782,0.7507377613643668
m01,29,jack,final,0.7908993092282605,0.20318085368939123,0.7009733502989559
m01,29,jack,final,0.8219437765837386,0.29813175767947775,0.7637903817497497
m01,29,jack,final,0.8471653902233265,0.3520646941717065,0.684414943039093
m01,29,jack,final,0.8750783470100829,0.2811868774776013,0.7372297624264018
m01,29,jack,final,0.8992408661007498,0.39605825276526235,0.7420838980480124
m01,29,jack,final,0.926408413375561,0.3060313000912983,0.7906850758208747
m01,30,fat,final,0.0519601067616089,0.2702275910794758,0.8017149309878018
m01,30,fat,final,0.09308832305106678,0.250729771701282,0.756642299369801
m01,30,fat,final,0.13915830689612055,0.22731441608410172,0.7295092360178884
m01,30,fat,final,0.18324138442116394,0.24024643905368312,0.7393763710961755
m01,30,fat,final,0.22855326836431117,0.2424160615292929,0.7176992907020084
m01,30,fat,final,0.27449898966629493,0.2156040642388506,0.7351316155378962
m01,30,fat,final,0.32070003832596256,0.20118285235921432,0.7486790423813324
m01,30,fat,final,0.367243350159948,0.19973949276978756,0.7561715803303373
m01,30,fat,final,0.41329452597667493,0.21444674204116193,0.7736990653478163
m01,30,fat,final,0.45922135333169484,0.20460374089757039,0.7856981103250691
m01,30,fat,final,0.5052361980570894,0.2141389708191764,0.7894925913203058
m01,30,fat,final,0.5507920324789544,0.23496442774959117,0.7897229373577535
m01,30,fat,final,0.5959945801662706,0.26448803338764143,0.6551218650293411
m01,30,fat,final,0.6388017927648185,0.1229944994116283,0.42398437391310656
