position,sentence_id,word,sentence,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_2.keys,key_resp_2.rt,age,frameRate,sex,expName,date,ID,
final,59,port,The word is 'port',0,53,53,58,space,1.6701900959,25,60.4080198292,m,glottal_pilot,2017_Nov_29_1427,m02,
final,54,duck,The word is 'duck',0,54,54,53,space,2.01946997643,25,60.4080198292,m,glottal_pilot,2017_Nov_29_1427,m02,
final,37,Jack,The word is 'Jack',0,55,55,36,space,1.7352449894,25,60.4080198292,m,glottal_pilot,2017_Nov_29_1427,m02,
medial,16,wick,Say 'wick' again,0,56,56,15,space,1.51856803894,25,60.4080198292,m,glottal_pilot,2017_Nov_29_1427,m02,
final,50,shut,The word is 'shut',0,57,57,49,space,1.55368089676,25,60.4080198292,m,glottal_pilot,2017_Nov_29_1427,m02,
medial,30,walk,Say 'walk' again,0,58,58,29,space,1.85153794289,25,60.4080198292,m,glottal_pilot,2017_Nov_29_1427,m02,
medial,1,cat,Say 'cat' again,0,59,59,0,space,1.7698738575,25,60.4080198292,m,glottal_pilot,2017_Nov_29_1427,m02,
final,38,pack,The word is 'pack',0,60,60,37,space,1.90356898308,25,60.4080198292,m,glottal_pilot,2017_Nov_29_1427,m02,
medial,32,cork,Say 'cork' again,0,61,61,31,space,1.85267305374,25,60.4080198292,m,glottal_pilot,2017_Nov_29_1427,m02,
final,52,gut,The word is 'gut',0,62,62,51,space,1.63581585884,25,60.4080198292,m,glottal_pilot,2017_Nov_29_1427,m02,
medial,9,writ,Say 'writ' again,0,63,63,8,space,1.63636898994,25,60.4080198292,m,glottal_pilot,2017_Nov_29_1427,m02,
final,59,port,The word is 'port',1,0,64,58,space,1.71885609627,25,60.4080198292,m,glottal_pilot,2017_Nov_29_1427,m02,
final,56,tuck,The word is 'tuck',1,1,65,55,space,1.16862487793,25,60.4080198292,m,glottal_pilot,2017_Nov_29_1427,m02,
medial,28,wrought,Say 'wrought' again,1,2,66,27,space,1.73629212379,25,60.4080198292,m,glottal_pilot,2017_Nov_29_1427,m02,
final,63,pork,The word is 'pork',1,3,67,62,space,1.66885781288,25,60.4080198292,m,glottal_pilot,2017_Nov_29_1427,m02,
medial,10,lit,Say 'lit' again,1,4,68,9,space,1.41875100136,25,60.4080198292,m,glottal_pilot,2017_Nov_29_1427,m02,
final,57,sort,The word is 'sort',1,5,69,56,space,1.50101089478,25,60.4080198292,m,glottal_pilot,2017_Nov_29_1427,m02,
medial,20,gut,Say 'gut' again,1,6,70,19,space,2.10456800461,25,60.4080198292,m,glottal_pilot,2017_Nov_29_1427,m02,
medial,4,rat,Say 'rat' again,1,7,71,3,space,1.60292601585,25,60.4080198292,m,glottal_pilot,2017_Nov_29_1427,m02,
final,44,fit,The word is 'fit',1,8,72,43,space,1.48602104187,25,60.4080198292,m,glottal_pilot,2017_Nov_29_1427,m02,
final,62,walk,The word is 'walk',1,9,73,61,space,1.70207595825,25,60.4080198292,m,glottal_pilot,2017_Nov_29_1427,m02,
medial,17,cut,Say 'cut' again,1,10,74,16,space,1.73651385307,25,60.4080198292,m,glottal_pilot,2017_Nov_29_1427,m02,
medial,19,nut,Say 'nut' again,1,11,75,18,space,1.86975097656,25,60.4080198292,m,glottal_pilot,2017_Nov_29_1427,m02,
medial,27,port,Say 'port' again,1,12,76,26,space,1.61918497086,25,60.4080198292,m,glottal_pilot,2017_Nov_29_1427,m02,
medial,29,talk,Say 'talk' again,1,13,77,28,space,1.8524479866,25,60.4080198292,m,glottal_pilot,2017_Nov_29_1427,m02,
medial,11,kit,Say 'kit' again,1,14,78,10,space,1.81836795807,25,60.4080198292,m,glottal_pilot,2017_Nov_29_1427,m02,
final,64,cork,The word is 'cork',1,15,79,63,space,1.81851005554,25,60.4080198292,m,glottal_pilot,2017_Nov_29_1427,m02,
final,42,lit,The word is 'lit',1,16,80,41,space,1.41995215416,25,60.4080198292,m,glottal_pilot,2017_Nov_29_1427,m02,
medial,15,chick,Say 'chick' again,1,17,81,14,space,1.63609790802,25,60.4080198292,m,glottal_pilot,2017_Nov_29_1427,m02,
medial,7,Mac,Say 'Mac' again,1,18,82,6,space,1.50292992592,25,60.4080198292,m,glottal_pilot,2017_Nov_29_1427,m02,
final,40,tack,The word is 'tack',1,19,83,39,space,1.83615112305,25,60.4080198292,m,glottal_pilot,2017_Nov_29_1427,m02,
medial,16,wick,Say 'wick' again,1,20,84,15,space,1.70202922821,25,60.4080198292,m,glottal_pilot,2017_Nov_29_1427,m02,
medial,22,duck,Say 'duck' again,1,21,85,21,space,1.7185049057,25,60.4080198292,m,glottal_pilot,2017_Nov_29_1427,m02,
final,50,shut,The word is 'shut',1,22,86,49,space,1.85222196579,25,60.4080198292,m,glottal_pilot,2017_Nov_29_1427,m02,
final,60,wrought,The word is 'wrought',1,23,87,59,space,1.51933908463,25,60.4080198292,m,glottal_pilot,2017_Nov_29_1427,m02,
medial,12,fit,Say 'fit' again,1,24,88,11,space,1.51955199242,25,60.4080198292,m,glottal_pilot,2017_Nov_29_1427,m02,
final,54,duck,The word is 'duck',1,25,89,53,space,1.61819005013,25,60.4080198292,m,glottal_pilot,2017_Nov_29_1427,m02,
final,39,Mac,The word is 'Mac',1,26,90,38,space,1.58501791954,25,60.4080198292,m,glottal_pilot,2017_Nov_29_1427,m02,
final,49,cut,The word is 'cut',1,27,91,48,space,1.42037296295,25,60.4080198292,m,glottal_pilot,2017_Nov_29_1427,m02,
medial,14,mick,Say 'mick' again,1,28,92,13,space,1.62011504173,25,60.4080198292,m,glottal_pilot,2017_Nov_29_1427,m02,
final,37,Jack,The word is 'Jack',1,29,93,36,space,1.51948308945,25,60.4080198292,m,glottal_pilot,2017_Nov_29_1427,m02,
medial,21,luck,Say 'luck' again,1,30,94,20,space,1.50183200836,25,60.4080198292,m,glottal_pilot,2017_Nov_29_1427,m02,
medial,25,sort,Say 'sort' again,1,31,95,24,space,1.51895499229,25,60.4080198292,m,glottal_pilot,2017_Nov_29_1427,m02,
final,45,kick,The word is 'kick',1,32,96,44,space,1.70303297043,25,60.4080198292,m,glottal_pilot,2017_Nov_29_1427,m02,
final,61,talk,The word is 'talk',1,33,97,60,space,1.51898598671,25,60.4080198292,m,glottal_pilot,2017_Nov_29_1427,m02,
medial,8,tack,Say 'tack' again,1,34,98,7,space,1.68651795387,25,60.4080198292,m,glottal_pilot,2017_Nov_29_1427,m02,
final,53,luck,The word is 'luck',1,35,99,52,space,1.43582582474,25,60.4080198292,m,glottal_pilot,2017_Nov_29_1427,m02,
final,38,pack,The word is 'pack',1,36,100,37,space,1.58681988716,25,60.4080198292,m,glottal_pilot,2017_Nov_29_1427,m02,
final,48,wick,The word is 'wick',1,37,101,47,space,1.26845097542,25,60.4080198292,m,glottal_pilot,2017_Nov_29_1427,m02,
final,55,muck,The word is 'muck',1,38,102,54,space,1.63340711594,25,60.4080198292,m,glottal_pilot,2017_Nov_29_1427,m02,
medial,1,cat,Say 'cat' again,1,39,103,0,space,1.46916389465,25,60.4080198292,m,glottal_pilot,2017_Nov_29_1427,m02,
medial,3,chat,Say 'chat' again,1,40,104,2,space,1.55233216286,25,60.4080198292,m,glottal_pilot,2017_Nov_29_1427,m02,
medial,24,tuck,Say 'tuck' again,1,41,105,23,space,1.46862006187,25,60.4080198292,m,glottal_pilot,2017_Nov_29_1427,m02,
medial,18,shut,Say 'shut' again,1,42,106,17,space,1.55187988281,25,60.4080198292,m,glottal_pilot,2017_Nov_29_1427,m02,
final,47,chick,The word is 'chick',1,43,107,46,space,1.75214791298,25,60.4080198292,m,glottal_pilot,2017_Nov_29_1427,m02,
medial,32,cork,Say 'cork' again,1,44,108,31,space,1.65316104889,25,60.4080198292,m,glottal_pilot,2017_Nov_29_1427,m02,
medial,31,pork,Say 'pork' again,1,45,109,30,space,1.60207796097,25,60.4080198292,m,glottal_pilot,2017_Nov_29_1427,m02,
final,46,mick,The word is 'mick',1,46,110,45,space,1.70283699036,25,60.4080198292,m,glottal_pilot,2017_Nov_29_1427,m02,
final,51,nut,The word is 'nut',1,47,111,50,space,1.53433680534,25,60.4080198292,m,glottal_pilot,2017_Nov_29_1427,m02,
final,43,kit,The word is 'kit',1,48,112,42,space,1.43571805954,25,60.4080198292,m,glottal_pilot,2017_Nov_29_1427,m02,
final,41,writ,The word is 'writ',1,49,113,40,space,1.36855506897,25,60.4080198292,m,glottal_pilot,2017_Nov_29_1427,m02,
medial,5,Jack,Say 'Jack' again,1,50,114,4,space,1.75294589996,25,60.4080198292,m,glottal_pilot,2017_Nov_29_1427,m02,
medial,26,short,Say 'short' again,1,51,115,25,space,1.65169596672,25,60.4080198292,m,glottal_pilot,2017_Nov_29_1427,m02,
final,52,gut,The word is 'gut',1,52,116,51,space,1.41862201691,25,60.4080198292,m,glottal_pilot,2017_Nov_29_1427,m02,
medial,6,pack,Say 'pack' again,1,53,117,5,space,1.35286307335,25,60.4080198292,m,glottal_pilot,2017_Nov_29_1427,m02,
medial,30,walk,Say 'walk' again,1,54,118,29,space,1.55172491074,25,60.4080198292,m,glottal_pilot,2017_Nov_29_1427,m02,
medial,9,writ,Say 'writ' again,1,55,119,8,space,1.63624310493,25,60.4080198292,m,glottal_pilot,2017_Nov_29_1427,m02,
medial,23,muck,Say 'muck' again,1,56,120,22,space,1.40245008469,25,60.4080198292,m,glottal_pilot,2017_Nov_29_1427,m02,
final,58,short,The word is 'short',1,57,121,57,space,1.6192548275,25,60.4080198292,m,glottal_pilot,2017_Nov_29_1427,m02,
medial,13,kick,Say 'kick' again,1,58,122,12,space,1.33520507812,25,60.4080198292,m,glottal_pilot,2017_Nov_29_1427,m02,
final,35,chat,The word is 'chat',1,59,123,34,space,1.40316700935,25,60.4080198292,m,glottal_pilot,2017_Nov_29_1427,m02,
final,36,rat,The word is 'rat',1,60,124,35,space,1.30239200592,25,60.4080198292,m,glottal_pilot,2017_Nov_29_1427,m02,
final,34,fat,The word is 'fat',1,61,125,33,space,1.40305900574,25,60.4080198292,m,glottal_pilot,2017_Nov_29_1427,m02,
final,33,cat,The word is 'cat',1,62,126,32,space,1.45280408859,25,60.4080198292,m,glottal_pilot,2017_Nov_29_1427,m02,
medial,2,fat,Say 'fat' again,1,63,127,1,space,1.63609290123,25,60.4080198292,m,glottal_pilot,2017_Nov_29_1427,m02,
medial,28,wrought,Say 'wrought' again,2,0,128,27,space,1.6864361763,25,60.4080198292,m,glottal_pilot,2017_Nov_29_1427,m02,
final,54,duck,The word is 'duck',2,1,129,53,space,1.55262684822,25,60.4080198292,m,glottal_pilot,2017_Nov_29_1427,m02,
medial,23,muck,Say 'muck' again,2,2,130,22,space,1.36865401268,25,60.4080198292,m,glottal_pilot,2017_Nov_29_1427,m02,
medial,20,gut,Say 'gut' again,2,3,131,19,space,1.21983003616,25,60.4080198292,m,glottal_pilot,2017_Nov_29_1427,m02,
final,34,fat,The word is 'fat',2,4,132,33,space,1.42059206963,25,60.4080198292,m,glottal_pilot,2017_Nov_29_1427,m02,
final,58,short,The word is 'short',2,5,133,57,space,1.3199930191,25,60.4080198292,m,glottal_pilot,2017_Nov_29_1427,m02,
final,46,mick,The word is 'mick',2,6,134,45,space,1.63553094864,25,60.4080198292,m,glottal_pilot,2017_Nov_29_1427,m02,
final,57,sort,The word is 'sort',2,7,135,56,space,1.63548707962,25,60.4080198292,m,glottal_pilot,2017_Nov_29_1427,m02,
medial,31,pork,Say 'pork' again,2,8,136,30,space,1.83733415604,25,60.4080198292,m,glottal_pilot,2017_Nov_29_1427,m02,
medial,32,cork,Say 'cork' again,2,9,137,31,space,1.55306005478,25,60.4080198292,m,glottal_pilot,2017_Nov_29_1427,m02,
medial,17,cut,Say 'cut' again,2,10,138,16,space,1.51850104332,25,60.4080198292,m,glottal_pilot,2017_Nov_29_1427,m02,
final,43,kit,The word is 'kit',2,11,139,42,space,1.67064285278,25,60.4080198292,m,glottal_pilot,2017_Nov_29_1427,m02,
final,36,rat,The word is 'rat',2,12,140,35,space,1.68682599068,25,60.4080198292,m,glottal_pilot,2017_Nov_29_1427,m02,
medial,30,walk,Say 'walk' again,2,13,141,29,space,1.28591585159,25,60.4080198292,m,glottal_pilot,2017_Nov_29_1427,m02,
medial,21,luck,Say 'luck' again,2,14,142,20,space,1.38388490677,25,60.4080198292,m,glottal_pilot,2017_Nov_29_1427,m02,
final,42,lit,The word is 'lit',2,15,143,41,space,1.36967396736,25,60.4080198292,m,glottal_pilot,2017_Nov_29_1427,m02,
medial,11,kit,Say 'kit' again,2,16,144,10,space,1.31923508644,25,60.4080198292,m,glottal_pilot,2017_Nov_29_1427,m02,
medial,13,kick,Say 'kick' again,2,17,145,12,space,1.57060694695,25,60.4080198292,m,glottal_pilot,2017_Nov_29_1427,m02,
final,33,cat,The word is 'cat',2,18,146,32,space,1.50195002556,25,60.4080198292,m,glottal_pilot,2017_Nov_29_1427,m02,
final,44,fit,The word is 'fit',2,19,147,43,space,1.30325198174,25,60.4080198292,m,glottal_pilot,2017_Nov_29_1427,m02,
medial,12,fit,Say 'fit' again,2,20,148,11,space,1.43638205528,25,60.4080198292,m,glottal_pilot,2017_Nov_29_1427,m02,
final,48,wick,The word is 'wick',2,21,149,47,space,1.43707489967,25,60.4080198292,m,glottal_pilot,2017_Nov_29_1427,m02,
final,63,pork,The word is 'pork',2,22,150,62,space,1.42019414902,25,60.4080198292,m,glottal_pilot,2017_Nov_29_1427,m02,
medial,1,cat,Say 'cat' again,2,23,151,0,space,1.28327703476,25,60.4080198292,m,glottal_pilot,2017_Nov_29_1427,m02,
final,52,gut,The word is 'gut',2,24,152,51,space,1.33503317833,25,60.4080198292,m,glottal_pilot,2017_Nov_29_1427,m02,
medial,10,lit,Say 'lit' again,2,25,153,9,space,1.18674397469,25,60.4080198292,m,glottal_pilot,2017_Nov_29_1427,m02,
final,38,pack,The word is 'pack',2,26,154,37,space,1.38627505302,25,60.4080198292,m,glottal_pilot,2017_Nov_29_1427,m02,
medial,9,writ,Say 'writ' again,2,27,155,8,space,1.17031884193,25,60.4080198292,m,glottal_pilot,2017_Nov_29_1427,m02,
final,41,writ,The word is 'writ',2,28,156,40,space,1.13490414619,25,60.4080198292,m,glottal_pilot,2017_Nov_29_1427,m02,
final,40,tack,The word is 'tack',2,29,157,39,space,1.23625302315,25,60.4080198292,m,glottal_pilot,2017_Nov_29_1427,m02,
medial,18,shut,Say 'shut' again,2,30,158,17,space,1.33632802963,25,60.4080198292,m,glottal_pilot,2017_Nov_29_1427,m02,
final,51,nut,The word is 'nut',2,31,159,50,space,1.35264515877,25,60.4080198292,m,glottal_pilot,2017_Nov_29_1427,m02,
medial,29,talk,Say 'talk' again,2,32,160,28,space,1.6870059967,25,60.4080198292,m,glottal_pilot,2017_Nov_29_1427,m02,
final,56,tuck,The word is 'tuck',2,33,161,55,space,1.38648319244,25,60.4080198292,m,glottal_pilot,2017_Nov_29_1427,m02,
medial,15,chick,Say 'chick' again,2,34,162,14,space,1.31830000877,25,60.4080198292,m,glottal_pilot,2017_Nov_29_1427,m02,
medial,27,port,Say 'port' again,2,35,163,26,space,1.25210595131,25,60.4080198292,m,glottal_pilot,2017_Nov_29_1427,m02,
medial,3,chat,Say 'chat' again,2,36,164,2,space,1.27006292343,25,60.4080198292,m,glottal_pilot,2017_Nov_29_1427,m02,
medial,7,Mac,Say 'Mac' again,2,37,165,6,space,1.46966505051,25,60.4080198292,m,glottal_pilot,2017_Nov_29_1427,m02,
medial,25,sort,Say 'sort' again,2,38,166,24,space,1.06851792336,25,60.4080198292,m,glottal_pilot,2017_Nov_29_1427,m02,
final,55,muck,The word is 'muck',2,39,167,54,space,1.31999897957,25,60.4080198292,m,glottal_pilot,2017_Nov_29_1427,m02,
final,35,chat,The word is 'chat',2,40,168,34,space,1.23647499084,25,60.4080198292,m,glottal_pilot,2017_Nov_29_1427,m02,
medial,2,fat,Say 'fat' again,2,41,169,1,space,1.41677904129,25,60.4080198292,m,glottal_pilot,2017_Nov_29_1427,m02,
final,37,Jack,The word is 'Jack',2,42,170,36,space,1.28575015068,25,60.4080198292,m,glottal_pilot,2017_Nov_29_1427,m02,
final,59,port,The word is 'port',2,43,171,58,space,1.41946816444,25,60.4080198292,m,glottal_pilot,2017_Nov_29_1427,m02,
medial,5,Jack,Say 'Jack' again,2,44,172,4,space,1.45243501663,25,60.4080198292,m,glottal_pilot,2017_Nov_29_1427,m02,
medial,26,short,Say 'short' again,2,45,173,25,space,1.46955609322,25,60.4080198292,m,glottal_pilot,2017_Nov_29_1427,m02,
final,50,shut,The word is 'shut',2,46,174,49,space,1.50207304955,25,60.4080198292,m,glottal_pilot,2017_Nov_29_1427,m02,
final,53,luck,The word is 'luck',2,47,175,52,space,1.10297513008,25,60.4080198292,m,glottal_pilot,2017_Nov_29_1427,m02,
medial,4,rat,Say 'rat' again,2,48,176,3,space,1.1197412014,25,60.4080198292,m,glottal_pilot,2017_Nov_29_1427,m02,
final,47,chick,The word is 'chick',2,49,177,46,space,1.18524980545,25,60.4080198292,m,glottal_pilot,2017_Nov_29_1427,m02,
medial,14,mick,Say 'mick' again,2,50,178,13,space,1.16906404495,25,60.4080198292,m,glottal_pilot,2017_Nov_29_1427,m02,
final,49,cut,The word is 'cut',2,51,179,48,space,1.13522815704,25,60.4080198292,m,glottal_pilot,2017_Nov_29_1427,m02,
final,64,cork,The word is 'cork',2,52,180,63,space,1.25249886513,25,60.4080198292,m,glottal_pilot,2017_Nov_29_1427,m02,
final,45,kick,The word is 'kick',2,53,181,44,space,1.11908102036,25,60.4080198292,m,glottal_pilot,2017_Nov_29_1427,m02,
medial,24,tuck,Say 'tuck' again,2,54,182,23,space,1.15273499489,25,60.4080198292,m,glottal_pilot,2017_Nov_29_1427,m02,
medial,16,wick,Say 'wick' again,2,55,183,15,space,1.1840429306,25,60.4080198292,m,glottal_pilot,2017_Nov_29_1427,m02,
final,39,Mac,The word is 'Mac',2,56,184,38,space,1.25221085548,25,60.4080198292,m,glottal_pilot,2017_Nov_29_1427,m02,
medial,22,duck,Say 'duck' again,2,57,185,21,space,1.15186190605,25,60.4080198292,m,glottal_pilot,2017_Nov_29_1427,m02,
medial,6,pack,Say 'pack' again,2,58,186,5,space,1.47013282776,25,60.4080198292,m,glottal_pilot,2017_Nov_29_1427,m02,
final,61,talk,The word is 'talk',2,59,187,60,space,1.17015194893,25,60.4080198292,m,glottal_pilot,2017_Nov_29_1427,m02,
final,62,walk,The word is 'walk',2,60,188,61,space,1.23572421074,25,60.4080198292,m,glottal_pilot,2017_Nov_29_1427,m02,
medial,19,nut,Say 'nut' again,2,61,189,18,space,1.06942105293,25,60.4080198292,m,glottal_pilot,2017_Nov_29_1427,m02,
medial,8,tack,Say 'tack' again,2,62,190,7,space,1.46917796135,25,60.4080198292,m,glottal_pilot,2017_Nov_29_1427,m02,
final,60,wrought,The word is 'wrought',2,63,191,59,space,1.40299892426,25,60.4080198292,m,glottal_pilot,2017_Nov_29_1427,m02,
